OBJECTID	TARGET_FID	LON	LAT	MAX_MMI
1326	11300	-120.1251877	39.59961844	3.7
1327	11868	-121.2031661	39.94483687	3.7
1328	5949	-121.4726607	36.34306217	5.3
1329	4815	-119.1370409	35.61613202	6.1
1330	7338	-121.7421552	37.20649991	8.0
1331	12803	-120.5743454	40.49357985	2.6
1332	4379	-116.6217581	35.32348985	6.8
1333	12547	-122.7303021	40.35681087	3.4
1334	10010	-121.3828291	38.8340565	4.3
1335	6801	-117.8793995	36.8479164	7.8
1336	5885	-116.8014212	36.2706708	6.7
1337	7703	-120.2150193	37.42083643	4.7
1338	4256	-117.2505788	35.25016306	6.9
1339	2999	-115.5437798	34.43920062	3.0
1340	4834	-117.4302419	35.61613202	7.1
1341	4622	-115.6336113	35.46994406	6.1
1342	10488	-120.1251877	39.11340829	4.0
1343	5727	-120.5743454	36.19821225	6.3
1344	902	-116.3522635	33.09506866	4.5
1345	13109	-124.3277758	40.69241444	7.7
1346	4166	-114.9165015	35.17551086	
1347	7610	-118.1488941	37.34945884	7.9
1348	5744	-119.0472094	36.19821225	6.4
1349	5386	-119.9455247	35.98043408	5.5
1350	9791	-120.2150193	38.69396768	4.2
1351	5370	-121.3828291	35.98043408	4.9
1352	8520	-119.7658616	37.9185739	4.4
1353	7564	-122.2811444	37.34945884	8.2
1354	6758	-121.7421552	36.8479164	7.6
1355	6078	-120.3048508	36.41538631	5.7
1356	4386	-115.9929374	35.32348985	6.4
1357	6642	-121.7421552	36.77599673	7.8
1358	11273	-122.550639	39.59961844	4.1
1359	6098	-118.5082202	36.41538631	7.4
1360	4706	-118.5082202	35.54307135	6.5
1361	2976	-117.6099049	34.43920062	6.8
1362	14395	-123.4489543	41.44316177	4.8
1363	9756	-123.3591228	38.69396768	9.0
1364	3775	-118.7777148	34.95619266	7.8
1365	8975	-120.5743454	38.20149409	4.7
1366	10584	-121.9218183	39.18307398	4.4
1367	13821	-122.9099651	41.10559451	3.9
1368	2522	-116.7115897	34.14233	5.3
1369	9203	-120.9336715	38.34254367	4.0
1370	15231	-121.2929976	41.91282048	2.4
1371	5503	-119.8556931	36.05309384	4.8
1372	7807	-121.2929976	37.49214606	5.8
1373	8412	-119.0472094	37.84767304	5.0
1374	5599	-121.6523224	36.12568761	5.0
1375	7005	-120.3946823	36.99155291	4.9
1376	5972	-119.4065355	36.34306217	6.1
1377	796	-115.4539483	33.0197787	7.0
1378	4034	-116.3522635	35.10331038	6.8
1379	7105	-121.8319868	37.06326967	8.4
1380	3533	-119.6760301	34.80881039	5.3
1381	9529	-122.9099651	38.55360398	8.2
1382	9336	-119.4065355	38.41296569	3.3
1383	13012	-122.6404705	40.63007062	2.4
1384	7366	-119.2268724	37.20649991	6.0
1385	14047	-123.4489543	41.24083088	4.9
1386	2414	-115.9929374	34.06794862	3.7
1387	5395	-119.1370409	35.98043408	6.2
1388	12560	-121.5624922	40.35681087	2.4
1389	6297	-121.4726607	36.55983269	6.3
1390	7023	-118.7777148	36.99155291	7.1
1391	1703	-117.3404104	33.62029027	5.6
1392	12548	-122.6404705	40.35681087	3.3
1393	12219	-120.9336715	40.15113624	4.5
1394	12531	-124.1676065	40.35681087	8.3
1395	11518	-121.3828291	39.73791355	4.2
1396	12568	-120.84384	40.35681087	2.6
1397	2878	-115.9929374	34.36508134	5.5
1398	4741	-115.3670577	35.54065155	5.9
1399	1962	-114.9149591	33.76977022	2.8
1400	8835	-122.7303021	38.13086661	8.1
1401	5147	-120.5743454	35.83491374	4.3
1402	8068	-118.6878833	37.63456121	7.0
1403	8637	-119.6760301	37.98940647	4.3
1404	7147	-118.0590626	37.06326967	8.3
1405	8972	-120.84384	38.20149409	4.4
1406	5255	-121.2929976	35.90770736	4.7
1407	13251	-122.0116498	40.76628298	3.1
1408	7145	-118.2387256	37.06326967	8.6
1409	9662	-121.3828291	38.62382017	4.6
1410	4473	-118.5980518	35.39675021	6.4
1411	2860	-117.6099049	34.36508134	6.8
1412	7931	-120.5743454	37.56338767	6.2
1413	6579	-116.9810842	36.70400952	6.7
1414	3178	-120.3048508	34.58724206	4.7
1415	13005	-123.2692912	40.63007062	4.3
1416	2844	-119.0472094	34.36508134	7.3
1417	1470	-117.4302419	33.47055056	5.3
1418	2758	-116.3522635	34.29089643	5.6
1419	8533	-118.5980518	37.9185739	6.5
1420	6436	-119.4065355	36.63195482	6.0
1421	7268	-117.6099049	37.13491868	7.3
1422	8744	-120.4845138	38.06017072	4.2
1423	3189	-119.316704	34.58724206	7.0
1424	8150	-121.7421552	37.70566666	7.0
1425	10820	-121.5624922	39.32219839	4.2
1426	6180	-121.5624922	36.48764317	6.0
1427	7242	-119.9455247	37.13491868	4.5
1428	4687	-120.2150193	35.54307135	4.2
1429	11611	-123.4489543	39.80695727	6.8
1430	4960	-116.5319266	35.68912602	6.6
1431	6892	-120.1251877	36.91976847	5.0
1432	7457	-121.4726607	37.27801331	5.7
1433	2267	-118.7803169	33.9960151	5.4
1434	14300	-121.5624922	41.37578799	3.1
1435	12220	-120.84384	40.15113624	4.0
1436	5198	-115.9929374	35.83491374	6.2
1437	11869	-121.1133345	39.94483687	3.6
1438	14625	-123.6286173	41.57769967	4.5
1439	14412	-121.9218183	41.44316177	3.6
1440	1809	-118.2437441	33.70584541	4.8
1441	2134	-120.2680597	33.94044039	
1442	7124	-120.1251877	37.06326967	4.8
1443	8282	-120.3048508	37.77670394	5.2
1444	12225	-120.3946823	40.15113624	4.1
1445	11988	-120.84384	40.01367269	3.8
1446	13151	-120.5743454	40.69821162	2.8
1447	9073	-122.1913129	38.27205313	7.6
1448	2284	-117.2505788	33.99350188	5.9
1449	6107	-117.6997365	36.41538631	7.1
1450	2302	-115.6336113	33.99350188	3.3
1451	7691	-121.2929976	37.42083643	5.7
1452	10564	-123.7184489	39.18307398	8.5
1453	7490	-118.5082202	37.27801331	7.8
1454	5882	-117.0709158	36.2706708	6.8
1455	6183	-121.2929976	36.48764317	6.6
1456	14278	-123.5387858	41.37578799	5.1
1457	4740	-115.4539483	35.54307135	6.0
1458	9879	-122.7303021	38.76404647	6.7
1459	1345	-118.2728239	33.36800143	3.6
1460	13233	-123.6286173	40.76628298	5.0
1461	10334	-123.5387858	39.04367366	7.7
1462	1359	-116.9810842	33.39558348	5.3
1463	8974	-120.6641769	38.20149409	4.7
1464	9321	-120.7540084	38.41296569	5.0
1465	9536	-122.2811444	38.55360398	7.0
1466	8161	-120.7540084	37.70566666	4.9
1467	13939	-122.7303021	41.17324759	3.4
1468	12343	-120.2150193	40.2197639	4.1
1469	6681	-118.2387256	36.77599673	10.0
1470	10576	-122.6404705	39.18307398	5.0
1471	3444	-117.2505788	34.73502021	6.2
1472	5849	-120.0353562	36.2706708	5.1
1473	2613	-118.9573779	34.21664596	6.7
1474	2366	-120.3090135	34.06506198	
1475	12776	-122.9997966	40.49357985	3.7
1476	2612	-119.0472094	34.21664596	6.9
1477	3683	-116.6217581	34.88253456	6.9
1478	11620	-122.6404705	39.80695727	4.4
1479	4825	-118.2387256	35.61613202	6.7
1480	5291	-118.0590626	35.90770736	7.4
1481	5641	-117.8793995	36.12568658	7.8
1482	1841	-115.3641167	33.69506275	4.9
1483	9442	-120.3048508	38.48331914	4.4
1484	7713	-119.316704	37.42083643	5.0
1485	12421	-123.6286173	40.28832212	6.5
1486	9325	-120.3946823	38.41296569	4.5
1487	6783	-119.496367	36.8479164	4.6
1488	3686	-116.3522635	34.88253456	6.7
1489	12799	-120.9336715	40.49357985	2.6
1490	6315	-119.8556931	36.55983269	6.3
1491	13469	-123.2692912	40.90221672	3.6
1492	1960	-115.0946221	33.76977022	2.9
1493	6455	-117.6997365	36.63195482	7.2
1494	4824	-118.3285572	35.61613202	7.0
1495	2772	-115.0946221	34.29089643	2.7
1496	7709	-119.6760301	37.42083643	4.3
1497	2170	-117.0709158	33.91898986	5.6
1498	11272	-122.6404705	39.59961844	4.3
1499	7694	-121.023503	37.42083643	6.7
1500	1478	-116.7115897	33.47055056	4.9
1501	12558	-121.7421552	40.35681087	2.4
1502	4349	-119.316704	35.32348985	7.5
1503	5718	-121.3828291	36.19821225	5.6
1504	2509	-117.8793995	34.14233	6.9
1505	4461	-119.6760301	35.39675021	4.8
1506	14311	-120.5743454	41.37578799	3.4
1507	3416	-119.7658616	34.73502021	5.3
1508	4850	-115.9929374	35.61613202	6.3
1509	203	-116.6217581	32.64236512	5.4
1510	6062	-121.7421552	36.41538631	5.1
1511	2313	-114.6454645	33.99350188	
1512	551	-116.6217581	32.86900579	5.8
1513	11492	-123.7184489	39.73791355	8.0
1514	14858	-123.5387858	41.71195789	4.1
1515	2653	-115.3641167	34.21664596	2.9
1516	13833	-121.8319868	41.10559451	3.4
1517	15104	-122.2811444	41.84593627	3.3
1518	6237	-116.484186	36.45373431	6.4
1519	5886	-116.7115897	36.2706708	6.6
1520	2171	-116.9810842	33.91898986	7.5
1521	2659	-114.8251276	34.21664596	
1522	9524	-123.3542812	38.55644658	8.4
1523	9559	-120.2150193	38.55360398	4.2
1524	13486	-121.7421552	40.90221672	3.1
1525	6539	-120.5743454	36.70400952	6.0
1526	10115	-122.3709759	38.90399773	5.5
1527	12208	-121.9218183	40.15113624	4.0
1528	7339	-121.6523237	37.20649991	7.5
1529	11871	-120.9336715	39.94483687	4.6
1530	1487	-115.9031059	33.47055056	3.8
1531	7695	-120.9336715	37.42083643	6.5
1532	8841	-122.1913129	38.13086661	7.4
1533	1596	-116.5319266	33.54545285	6.4
1534	3589	-114.6454645	34.80881039	5.5
1535	8168	-120.1251877	37.70566666	3.9
1536	5052	-118.6878833	35.76205328	5.4
1537	13039	-120.2150193	40.63007062	2.7
1538	8401	-120.0353562	37.84767304	3.8
1539	8617	-121.4726607	37.98940647	6.6
1540	7001	-120.7540084	36.99155291	6.5
1541	6205	-119.316704	36.48764317	6.0
1542	1964	-114.735296	33.76977022	
1543	6764	-121.2031661	36.8479164	6.3
1544	7248	-119.4065355	37.13491868	4.8
1545	2373	-119.6795786	34.05999255	3.3
1546	2984	-116.8912527	34.43920062	5.8
1547	2945	-120.3954853	34.44025095	5.4
1548	5412	-117.6099049	35.98043408	7.2
1549	2626	-117.789568	34.21664596	6.9
1550	5141	-121.1133345	35.83491374	6.6
1551	14282	-123.1794597	41.37578799	4.1
1552	12798	-121.023503	40.49357985	2.6
1553	1258	-115.6336113	33.32055167	3.6
1554	13344	-124.077775	40.83428469	7.5
1555	2655	-115.1844537	34.21664596	2.8
1556	6087	-119.496367	36.41538631	5.6
1557	7126	-119.9455247	37.06326967	4.7
1558	427	-117.3132905	32.7953709	4.8
1559	1029	-115.3641167	33.17029419	3.3
1560	6230	-117.0709158	36.48764317	6.8
1561	8509	-120.7540084	37.9185739	4.2
1562	4043	-115.5437798	35.10331038	6.1
1563	4857	-115.3914768	35.59348144	5.9
1564	4249	-117.8793995	35.25016306	6.4
1565	6101	-118.2387256	36.41538631	7.7
1566	2495	-119.1370409	34.14233	6.1
1567	11301	-120.0407204	39.59966718	3.6
1568	7801	-121.8319868	37.49214606	7.1
1569	5856	-119.4065355	36.2706708	6.3
1570	8853	-121.1133345	38.13086661	4.8
1571	8295	-119.1370409	37.77670394	5.1
1572	8385	-121.4726607	37.84767304	6.3
1573	15086	-123.8981119	41.84593627	3.5
1574	9191	-122.0116498	38.34254367	6.2
1575	3242	-114.555633	34.58724206	
1576	13505	-120.0398294	40.90219723	2.6
1577	14067	-121.6523237	41.24083088	3.3
1578	6322	-119.2268724	36.55983269	6.1
1579	12894	-122.8201336	40.56186003	3.0
1580	14623	-123.8082804	41.57769967	4.6
1581	6337	-117.8793995	36.55983269	8.1
1582	7340	-121.5624922	37.20649991	6.8
1583	4613	-116.4420951	35.46994406	6.6
1584	569	-115.0047906	32.86900579	3.1
1585	6671	-119.1370409	36.77599673	6.1
1586	6423	-120.5743454	36.63195482	6.0
1587	1147	-115.1844537	33.24545522	3.1
1588	12102	-121.023503	40.08243916	3.8
1589	5425	-116.4420951	35.98043408	6.5
1590	12567	-120.9336715	40.35681087	2.6
1591	8043	-120.9336715	37.63456121	5.5
1592	215	-115.5465189	32.67063017	7.9
1593	5639	-118.0590626	36.12568658	7.5
1594	3762	-119.9455247	34.95619266	4.7
1595	2515	-117.3404104	34.14233	6.3
1596	9790	-120.3048508	38.69396768	4.4
1597	7362	-119.5861986	37.20649991	4.3
1598	4018	-117.789568	35.10331038	6.3
1599	6570	-117.789568	36.70400952	7.4
1600	11991	-120.5743454	40.01367269	3.8
1601	14416	-121.5624922	41.44316177	3.1
1602	9530	-122.8201336	38.55360398	8.0
1603	3587	-114.8251276	34.80881039	
1604	9544	-121.5624922	38.55360398	4.8
1605	8038	-121.3828291	37.63456121	5.6
1606	14422	-121.023503	41.44316177	3.0
1607	10469	-121.8319868	39.11340829	4.2
1608	1582	-117.789568	33.54545285	7.0
1609	6351	-116.6356586	36.5473691	6.5
1610	12100	-121.2031661	40.08243916	3.8
1611	6687	-117.6997365	36.77599673	7.3
1612	14548	-120.1251877	41.51046567	4.8
1613	10234	-122.1014814	38.97387013	4.6
1614	14160	-123.7184489	41.30834436	5.6
1615	14165	-123.2692912	41.30834436	4.3
1616	5614	-120.3048508	36.12568658	7.6
1617	14888	-120.84384	41.71195789	2.8
1618	11844	-123.3591228	39.94483687	6.6
1619	13589	-122.9099651	40.97007905	3.4
1620	10447	-123.7823191	39.11905951	8.2
1621	3438	-117.789568	34.73502021	6.8
1622	13964	-120.4845138	41.17324759	3.2
1623	457	-114.6454645	32.793523	2.8
1624	3470	-114.9149591	34.73502021	2.6
1625	8287	-119.8556931	37.77670394	4.2
1626	13383	-120.5743454	40.83428469	2.9
1627	15004	-120.84384	41.77898207	2.5
1628	4358	-118.5082202	35.32348985	6.5
1629	14755	-122.3709759	41.64486375	3.7
1630	6331	-118.4183887	36.55983269	7.8
1631	11621	-122.550639	39.80695727	4.2
1632	10373	-120.0411165	39.04356273	3.8
1633	4947	-117.6997365	35.68912602	8.6
1634	5159	-119.496367	35.83491374	5.5
1635	795	-115.5437798	33.0197787	6.7
1636	6793	-118.5980518	36.8479164	7.6
1637	13945	-122.1913129	41.17324759	4.0
1638	3451	-116.6217581	34.73502021	6.5
1639	2624	-117.9692311	34.21664596	6.9
1640	8727	-122.0116498	38.06017072	7.2
1641	1373	-115.7234428	33.39558348	4.2
1642	4573	-120.0353562	35.46994406	4.4
1643	10931	-122.0116498	39.39165705	4.7
1644	4853	-115.7234428	35.61613202	6.1
1645	5297	-117.5200734	35.90770736	7.1
1646	5523	-118.0590626	36.05309384	7.5
1647	6663	-119.8556931	36.77599673	5.0
1648	10345	-122.550639	39.04367366	5.3
1649	13231	-123.8082804	40.76628298	5.8
1650	2759	-116.262432	34.29089643	5.6
1651	10231	-122.3709759	38.97387013	5.1
1652	10105	-123.2692912	38.90399773	6.5
1653	4102	-120.6641769	35.17676988	6.2
1654	3530	-119.9455247	34.80881039	4.9
1655	6993	-121.4726607	36.99155291	7.5
1656	2952	-119.7658616	34.43920062	8.5
1657	3786	-117.789568	34.95619266	6.2
1658	10939	-121.2929976	39.39165705	3.5
1659	13497	-120.7540084	40.90221672	3.0
1660	3755	-120.5743454	34.95619266	7.0
1661	1141	-115.7234428	33.24545522	3.7
1662	8750	-119.9455247	38.06017072	3.9
1663	6886	-120.6641769	36.91976847	6.1
1664	4008	-118.6878833	35.10331038	7.5
1665	4480	-117.9692311	35.39675021	6.6
1666	8178	-119.2268724	37.70566666	5.0
1667	2428	-114.735296	34.06794862	
1668	2892	-114.735296	34.36508134	
1669	10137	-120.3946823	38.90399773	4.3
1670	8376	-122.2811444	37.84767304	8.0
1671	11499	-123.0896282	39.73791355	5.8
1672	5988	-117.9692311	36.34306217	7.4
1673	13692	-124.077775	41.03787166	6.3
1674	2479	-120.5514045	34.12424126	
1675	11617	-122.9099651	39.80695727	5.1
1676	3007	-114.8251276	34.43920062	
1677	7715	-119.1370409	37.42083643	5.5
1678	9640	-123.3591228	38.62382017	8.5
1679	4269	-116.082769	35.25016306	6.5
1680	3341	-116.082769	34.66116407	6.0
1681	3233	-115.3641167	34.58724206	2.7
1682	6650	-121.023503	36.77599673	5.9
1683	11986	-121.023503	40.01367269	3.7
1684	8258	-122.4608075	37.77670394	8.6
1685	12086	-122.4608075	40.08243916	3.8
1686	12310	-123.1794597	40.2197639	5.0
1687	14063	-122.0116498	41.24083088	3.8
1688	8158	-121.023503	37.70566666	5.5
1689	3311	-118.7777148	34.66116407	8.5
1690	4624	-115.4539483	35.46994406	6.0
1691	5524	-117.9692311	36.05309384	8.0
1692	14080	-120.4845138	41.24083088	3.3
1693	3927	-115.5437798	35.02978462	6.2
1694	5846	-120.3048508	36.2706708	5.9
1695	7035	-117.6997365	36.99155291	7.4
1696	4589	-118.5980518	35.46994406	6.2
1697	6787	-119.1370409	36.8479164	6.0
1698	4279	-115.1844537	35.25016306	2.4
1699	6096	-118.6878833	36.41538631	7.2
1700	1456	-118.6535235	33.47612641	3.1
1701	14188	-121.2031661	41.30834436	3.0
1702	11516	-121.5624922	39.73791355	4.4
1703	15316	-124.0779083	41.97144052	3.0
1704	3999	-119.496367	35.10331038	8.0
1705	1712	-116.5319266	33.62029027	4.7
1706	5644	-117.6099049	36.12568658	7.2
1707	5498	-120.3048508	36.05309384	5.5
1708	14156	-124.077775	41.30834436	5.5
1709	7477	-119.6760301	37.27801331	4.1
1710	2266	-118.8616875	34.00064926	5.2
1711	982	-119.5650891	33.19642799	
1712	9778	-121.3828291	38.69396768	4.5
1713	5763	-117.3404104	36.19821225	7.0
1714	5432	-115.8457298	35.95379186	6.1
1715	5654	-116.7115897	36.12568658	6.6
1716	7563	-122.3709759	37.34945884	7.9
1717	12419	-123.8082804	40.28832212	7.0
1718	11861	-121.8319868	39.94483687	3.8
1719	4697	-119.316704	35.54307135	5.3
1720	7219	-122.0116498	37.13491868	9.5
1721	3475	-114.4934468	34.71131342	4.8
1722	7812	-120.84384	37.49214606	5.6
1723	7365	-119.316704	37.20649991	5.1
1724	7367	-119.1370409	37.20649991	5.7
1725	3681	-116.8014212	34.88253456	6.8
1726	13364	-122.2811444	40.83428469	3.5
1727	5153	-120.0353562	35.83491374	4.5
1728	12541	-123.2692912	40.35681087	4.9
1729	12222	-120.6641769	40.15113624	4.0
1730	11506	-122.4608075	39.73791355	4.1
1731	4695	-119.496367	35.54307135	5.2
1732	2728	-119.0472094	34.29089643	7.1
1733	15223	-122.0116498	41.91282048	3.1
1734	6115	-116.9810842	36.41538631	6.8
1735	6694	-117.0709158	36.77599673	6.8
1736	4684	-120.4845138	35.54307135	5.5
1737	10914	-123.5387858	39.39165705	7.0
1738	10126	-121.3828291	38.90399773	4.2
1739	5731	-120.2150193	36.19821225	5.6
1740	15313	-124.310818	41.9951487	3.7
1741	5287	-118.4183887	35.90770736	6.3
1742	11625	-122.1913129	39.80695727	4.4
1743	11750	-121.3828291	39.87593172	3.9
1744	12905	-121.8319868	40.56186003	2.7
1745	1383	-114.8251276	33.39558348	2.8
1746	14525	-122.1913129	41.51046567	3.9
1747	11981	-121.4726607	40.01367269	3.7
1748	13714	-122.1014814	41.03787166	3.7
1749	11032	-123.3591228	39.46104663	7.3
1750	9063	-123.080591	38.27788372	8.2
1751	14896	-120.1251877	41.71195789	2.0
1752	9105	-119.316704	38.27205313	3.5
1753	12693	-120.0379642	40.42523225	2.6
1754	8031	-122.0116498	37.63456121	7.7
1755	1706	-117.0709158	33.62029027	7.0
1756	7260	-118.3285572	37.13491868	8.5
1757	3891	-118.7777148	35.02978462	7.7
1758	6985	-122.1891567	36.99346547	7.0
1759	11143	-123.8044484	39.5289378	8.4
1760	2749	-117.1607473	34.29089643	7.0
1761	3877	-120.0353562	35.02978462	4.4
1762	793	-115.7234428	33.0197787	3.8
1763	5271	-119.8556931	35.90770736	4.8
1764	7109	-121.4726607	37.06326967	7.0
1765	7380	-117.9692311	37.20649991	8.0
1766	1136	-116.1726005	33.24545522	4.2
1767	9179	-123.0896277	38.34254364	8.5
1768	6113	-117.1607473	36.41538631	6.9
1769	5504	-119.7658616	36.05309384	5.0
1770	10912	-123.7184489	39.39165705	7.8
1771	2752	-116.8912527	34.29089643	7.8
1772	4840	-116.8912527	35.61613202	6.8
1773	12542	-123.1794597	40.35681087	4.6
1774	6545	-120.0353562	36.70400952	5.3
1775	8986	-119.5861986	38.20149409	3.9
1776	8273	-121.1133345	37.77670394	5.5
1777	6177	-121.8319868	36.48764317	5.8
1778	14277	-123.6286173	41.37578799	5.2
1779	3541	-118.9573779	34.80881039	8.4
1780	2867	-116.9810842	34.36508134	6.3
1781	10837	-120.0432944	39.322217	3.9
1782	762	-118.521426	33.01412834	
1783	3087	-118.0590626	34.51325422	7.8
1784	6059	-121.9777751	36.42645167	6.1
1785	5167	-118.7777148	35.83491374	5.3
1786	3550	-118.1488941	34.80881039	7.5
1787	13466	-123.5387858	40.90221672	4.2
1788	2769	-115.3641167	34.29089643	2.9
1789	12923	-120.2150193	40.56186003	2.7
1790	2765	-115.7234428	34.29089643	3.2
1791	13696	-123.7184489	41.03787166	4.7
1792	14739	-123.8082804	41.64486375	4.3
1793	6680	-118.3285572	36.77599673	8.4
1794	4351	-119.1370409	35.32348985	7.1
1795	12191	-123.4489543	40.15113624	6.2
1796	9212	-120.1251877	38.34254367	4.0
1797	9896	-121.2031661	38.76404647	4.0
1798	5278	-119.2268724	35.90770736	6.8
1799	3693	-115.7234428	34.88253456	6.2
1800	2979	-117.3404104	34.43920062	6.0
1801	11396	-121.9218183	39.6688006	4.5
1802	11036	-122.9997966	39.46104663	5.8
1803	11416	-120.1251877	39.6688006	3.8
1804	5607	-120.9336715	36.12568658	5.6
1805	6069	-121.1133345	36.41538631	5.6
1806	14052	-122.9997966	41.24083088	4.7
1807	11633	-121.4726607	39.80695727	4.1
1808	12112	-120.1251877	40.08243916	3.9
1809	5518	-118.5082202	36.05309384	6.4
1810	876	-118.653252	33.06605969	
1811	6218	-118.1488941	36.48764317	8.2
1812	9532	-122.6404705	38.55360398	7.7
1813	6428	-120.1251877	36.63195482	5.0
1814	6684	-117.9692311	36.77599673	8.1
1815	8764	-118.694783	38.05439567	5.8
1816	11157	-122.550639	39.53036711	4.1
1817	12669	-122.1913129	40.42523013	2.6
1818	8621	-121.1133345	37.98940647	5.4
1819	15230	-121.3828291	41.91282048	2.6
1820	5993	-117.5200734	36.34306217	7.0
1821	10370	-120.3048508	39.04367366	4.0
1822	547	-116.9810842	32.86900579	5.8
1823	12573	-120.3946823	40.35681087	5.6
1824	5489	-121.1133345	36.05309384	5.5
1825	9436	-120.84384	38.48331914	4.3
1826	5172	-118.3285572	35.83491374	6.4
1827	6912	-118.3285572	36.91976847	8.4
1828	8649	-118.6032866	37.98496894	6.2
1829	9682	-119.5861986	38.62382017	3.8
1830	2761	-116.082769	34.29089643	5.4
1831	5079	-116.262432	35.76205328	6.4
1832	8293	-119.316704	37.77670394	4.7
1833	7588	-120.1251877	37.34945884	4.2
1834	8746	-120.3048508	38.06017072	4.1
1835	6913	-118.2387256	36.91976847	8.7
1836	9671	-120.5743454	38.62382017	4.9
1837	6909	-118.5980518	36.91976847	7.6
1838	9438	-120.6641769	38.48331914	5.0
1839	12781	-122.550639	40.49357985	2.8
1840	2619	-118.4183887	34.21664596	7.0
1841	1815	-117.6997365	33.69506275	5.4
1842	13246	-122.4608075	40.76628298	3.2
1843	3997	-119.6760301	35.10331038	4.9
1844	12305	-123.6286173	40.2197639	6.6
1845	8848	-121.5624922	38.13086661	6.3
1846	5069	-117.1607473	35.76205328	6.9
1847	4100	-120.8412123	35.17894989	3.3
1848	3118	-115.2742852	34.51325422	2.7
1849	6805	-117.5200734	36.8479164	7.1
1850	10124	-121.5624922	38.90399773	4.3
1851	15352	-120.8438098	41.97004294	1.9
1852	6443	-118.7777148	36.63195482	7.1
1853	15240	-120.4845138	41.91282048	2.1
1854	667	-116.6217581	32.94442438	4.8
1855	8154	-121.3828291	37.70566666	5.6
1856	13809	-123.9879435	41.10559451	5.8
1857	2506	-118.1488941	34.14233	8.0
1858	3551	-118.0590626	34.80881039	7.3
1859	5963	-120.2150193	36.34306217	5.6
1860	2493	-119.28414	34.16013885	5.8
1861	3756	-120.4845138	34.95619266	6.0
1862	13582	-123.5387858	40.97007905	4.0
1863	6061	-121.8319868	36.41538631	5.5
1864	4341	-120.0353562	35.32348985	4.3
1865	4507	-115.5437798	35.39675021	6.1
1866	9335	-119.496367	38.41296569	3.5
1867	15092	-123.3591228	41.84593627	3.7
1868	9196	-121.5624922	38.34254367	5.5
1869	6678	-118.5082202	36.77599673	7.9
1870	5609	-120.7540084	36.12568658	6.2
1871	3350	-115.2742852	34.66116407	2.7
1872	4035	-116.262432	35.10331038	6.7
1873	5270	-119.9455247	35.90770736	4.6
1874	3669	-117.8793995	34.88253456	6.6
1875	8611	-122.0116498	37.98940647	7.0
1876	11384	-122.9997966	39.6688006	5.6
1877	5736	-119.7658616	36.19821225	4.9
1878	7594	-119.5861986	37.34945884	5.3
1879	12653	-123.6286173	40.42523013	6.1
1880	13463	-123.8082804	40.90221672	5.3
1881	2948	-120.1232154	34.44628167	7.0
1882	9775	-121.6523237	38.69396768	5.1
1883	3173	-120.7107431	34.57528054	
1884	8495	-122.0116498	37.9185739	7.0
1885	12088	-122.2811444	40.08243916	4.0
1886	10795	-123.8082804	39.32219839	8.5
1887	9892	-121.5624922	38.76404647	4.6
1888	8370	-122.7783243	37.87931787	7.8
1889	5150	-120.3048508	35.83491374	4.1
1890	3765	-119.6760301	34.95619266	5.1
1891	12307	-123.4489543	40.2197639	6.0
1892	7034	-117.789568	36.99155291	7.5
1893	2048	-117.6099049	33.84441261	6.5
1894	14664	-120.1251877	41.57769967	2.2
1895	6696	-116.9102195	36.7596227	6.7
1896	15009	-120.3946823	41.77898207	2.3
1897	1246	-116.7115897	33.32055167	5.0
1898	4828	-117.9692311	35.61613202	6.9
1899	7835	-118.7777148	37.49214606	6.7
1900	7824	-119.7658616	37.49214606	4.2
1901	15123	-120.5743454	41.84593627	2.3
1902	10111	-122.7303021	38.90399773	6.4
1903	11638	-121.023503	39.80695727	3.8
1904	3657	-118.9573779	34.88253456	8.2
1905	1837	-115.7234428	33.69506275	6.1
1906	2968	-118.3285572	34.43920062	7.5
1907	1945	-116.4420951	33.76977022	8.0
1908	13726	-121.023503	41.03787166	3.0
1909	7843	-118.0590626	37.49214606	7.8
1910	2058	-116.7115897	33.84441261	4.9
1911	10120	-121.9218183	38.90399773	4.8
1912	5406	-118.1488941	35.98043408	7.0
1913	8845	-121.8319868	38.13086661	7.6
1914	12195	-123.0896282	40.15113624	4.9
1915	11297	-120.3946823	39.59961844	7.3
1916	5072	-116.8912527	35.76205328	6.8
1917	3228	-115.8132744	34.58724206	5.8
1918	5394	-119.2268724	35.98043408	6.1
1919	6197	-120.0353562	36.48764317	5.1
1920	3299	-119.8556931	34.66116407	5.2
1921	7805	-121.4726607	37.49214606	5.5
1922	3556	-117.6099049	34.80881039	6.2
1923	11387	-122.7303021	39.6688006	4.6
1924	2184	-115.8132744	33.91898986	3.5
1925	14522	-122.4608075	41.51046567	3.6
1926	5655	-116.6217581	36.12568658	6.6
1927	10704	-121.5624922	39.25267069	4.2
1928	14991	-122.0116498	41.77898207	3.3
1929	6807	-117.3404104	36.8479164	7.0
1930	14862	-123.1794597	41.71195789	3.9
1931	10232	-122.2811444	38.97387013	4.7
1932	1251	-116.262432	33.32055167	4.3
1933	15091	-123.4489543	41.84593627	3.6
1934	11984	-121.2031661	40.01367269	3.7
1935	3759	-120.2150193	34.95619266	5.8
1936	8531	-118.7777148	37.9185739	5.9
1937	14988	-122.2811444	41.77898207	3.4
1938	7960	-117.9829015	37.55094625	7.7
